Order ID,Product ID,StatusID,Sales,Quantity,Discount,Profit
US-2019-107272,OFF-ST-10002974,1,243.99,7,0.2,30.5
US-2018-125969,FUR-CH-100011461,2,81.42,2,0.2,-9.16
US-2018-125969,FUR-FU-10003773,3,238.56,3,0,26.24
US-2019-164147,TEC-PH-10002293,3,59.97,5,0.4,-11.99
US-2019-164147,OFF-PA-100023771,3,78.3,2,0.2,29.36
US-2019-164147,OFF-FA-10002780,3,21.46,9,0.2,6.97
CA-2018-145583,OFF-PA-10001804,3,20.04,3,0,9.62
CA-2018-145583,OFF-PA-10001736,3,35.44,1,0,16.66
CA-2018-145583,OFF-AR-10001149,5,11.52,4,0,3.46
CA-2018-145583,OFF-FA-10002988,5,4.02,2,0,1.97
CA-2018-145583,OFF-BI-10004781,5,76.18,3,0.2,26.66
CA-2018-145583,OFF-SU-10001218,2,65.88,6,0,18.45
CA-2018-145583,FUR-FU-10001706,2,43.12,14,0,20.7
CA-2018-110366,FUR-FU-10004848,2,82.8,2,0.2,10.35
CA-2019-106180,OFF-AR-10000940,2,8.82,3,0,2.38
CA-2019-106180,OFF-EN-10004030,2,10.86,3,0,5.1
CA-2019-106180,OFF-PA-10004327,2,143.7,3,0,68.98
CA-2019-155376,OFF-AP-10001058,2,839.43,3,0,218.25
CA-2017-110744,OFF-ST-10003656,2,671.93,7,0,20.16
CA-2016-110072,FUR-FU-10000521,2,93.89,4,0.2,12.91
CA-2018-114489,TEC-PH-10000215,2,384.45,11,0,103.8
CA-2018-114489,TEC-PH-10001448,2,149.97,3,0,6
CA-2018-114489,FUR-CH-10000454,2,1951.84,8,0,585.55
CA-2018-114489,OFF-BI-10002735,2,171.55,5,0,80.63
CA-2018-158834,OFF-AP-10000326,2,157.92,5,0.2,17.77
CA-2018-158834,TEC-PH-10001254,6,203.18,2,0.2,15.24
CA-2017-124919,OFF-PA-10001950,2,58.38,7,0,26.27
CA-2017-124919,OFF-PA-10002254,2,105.52,4,0,48.54
CA-2017-124919,OFF-ST-10001590,2,80.88,6,0,21.03
CA-2017-118948,OFF-AR-10001547,2,6.63,3,0,1.79
CA-2016-104269,FUR-CH-10004063,2,457.57,2,0.2,51.48
CA-2018-114104,OFF-LA-10002475,2,14.62,2,0,6.87
CA-2018-114104,TEC-PH-10004536,2,944.93,7,0,236.23
CA-2018-162733,OFF-PA-10002751,2,5.98,1,0,2.69
CA-2017-119697,TEC-AC-10003657,2,54.38,2,0.2,1.36
CA-2018-154508,OFF-EN-10001990,2,28.4,5,0,13.35
CA-2018-113817,OFF-BI-10004002,2,27.68,2,0.2,9.69
CA-2016-139892,OFF-AR-10004441,2,9.94,3,0.2,2.73
CA-2016-139892,TEC-MA-10000822,2,8159.95,8,0.4,-1359.99
CA-2016-139892,OFF-ST-10000991,2,275.93,3,0.2,-58.63
CA-2016-139892,FUR-CH-10004287,2,1740.06,9,0.3,-24.86
CA-2016-139892,OFF-AR-10002656,2,32.06,6,0.2,6.81
CA-2016-139892,OFF-AP-10002518,2,177.98,5,0.8,-453.85
CA-2016-139892,TEC-PH-10003931,2,143.98,3,0.2,9
CA-2016-118962,OFF-PA-10000659,2,20.94,3,0,9.84
CA-2016-118962,OFF-PA-10001144,2,110.96,2,0,53.26
CA-2016-118962,FUR-CH-10003817,2,340.14,7,0.2,21.26
US-2016-100853,OFF-AP-10000891,2,52.45,2,0.8,-131.12
US-2016-100853,OFF-LA-10003148,2,20.16,4,0.2,6.55
US-2019-152366,OFF-AP-10002684,2,97.26,4,0.8,-243.16
US-2017-101511,FUR-CH-10004698,2,396.8,7,0.3,-11.34
US-2017-101511,OFF-SU-10002189,2,15.88,5,0.2,-3.77
CA-2017-137225,OFF-AR-10001940,5,3.28,1,0,1.41
CA-2016-166191,OFF-ST-10003455,6,24.82,2,0.2,1.86
CA-2016-166191,TEC-AC-10004659,6,408.74,7,0.2,76.64
CA-2016-158274,TEC-PH-10003273,6,503.96,4,0,131.03
CA-2016-158274,TEC-PH-10004896,6,149.95,5,0,41.99
CA-2016-158274,TEC-AC-10002345,6,29,2,0,7.25
CA-2018-105018,OFF-BI-10001890,6,7.16,2,0,3.44
CA-2016-123260,TEC-AC-10002323,6,176.8,8,0,22.98
CA-2018-157000,OFF-ST-10001328,6,37.22,3,0.2,3.72
CA-2018-157000,OFF-PA-10001950,6,20.02,3,0.2,6.25
CA-2017-102281,FUR-BO-10002613,6,899.14,4,0.2,112.39
CA-2017-102281,TEC-PH-10001552,6,71.76,6,0,20.09
CA-2017-102281,OFF-PA-10000061,6,51.84,8,0,24.88
CA-2017-102281,FUR-BO-10002545,6,626.35,3,0.2,46.98
CA-2017-102281,OFF-AR-10003514,6,19.9,5,0,6.57
CA-2017-131457,OFF-EN-10001509,6,14.28,7,0,6.71
CA-2016-140004,OFF-AR-10004685,6,7.41,2,0.2,1.2
CA-2016-140004,OFF-AR-10004027,6,6.05,3,0.2,1.59
CA-2019-107720,OFF-ST-10001414,6,46.26,3,0,12.03
US-2019-124303,OFF-BI-10000343,6,2.95,2,0.7,-2.26
US-2019-124303,OFF-PA-10002749,6,16.06,3,0.2,5.82
CA-2019-105074,OFF-PA-10002666,6,21.74,3,0.2,6.79
CA-2016-133690,FUR-TA-10004289,1,218.75,2,0.5,-161.88
CA-2016-133690,OFF-AP-10003622,1,2.6,1,0.2,0.29
US-2019-116701,OFF-AP-10003217,1,66.28,2,0.8,-178.97
CA-2019-126382,FUR-FU-10002960,1,35.17,7,0.2,9.67
CA-2019-108329,TEC-PH-10001918,1,444.77,4,0.2,44.48
CA-2019-135860,OFF-ST-10000642,1,83.92,4,0,5.87
CA-2019-135860,TEC-PH-10001700,1,131.98,2,0,35.63
CA-2019-135860,OFF-BI-10003274,1,15.92,4,0,7.48
CA-2019-135860,OFF-FA-10000134,1,52.29,9,0,16.21
CA-2019-135860,OFF-ST-10001522,1,91.99,1,0,3.68
CA-2017-101007,TEC-AC-10001266,1,20.8,2,0.2,6.5
CA-2017-146262,OFF-LA-10004544,1,23.68,2,0.2,8.88
CA-2017-146262,FUR-BO-10004695,1,452.45,5,0.5,-244.32
CA-2017-146262,TEC-PH-10002844,1,62.98,3,0.4,-14.7
CA-2017-146262,TEC-MA-10000864,5,1188,9,0.7,-950.4
CA-2017-146262,TEC-AC-10000109,5,89.58,2,0.2,4.48
CA-2018-130162,OFF-ST-10001328,5,93.06,6,0,26.06
CA-2018-130162,TEC-PH-10002563,5,302.38,3,0.2,22.68
CA-2017-169397,OFF-FA-10000585,5,5.58,2,0.2,1.81
CA-2017-169397,OFF-PA-10004000,5,22.7,6,0.2,8.23
CA-2017-169397,OFF-BI-10002852,5,19.78,4,0.7,-13.84
CA-2017-169397,FUR-FU-10000087,5,72.7,4,0.2,19.08
CA-2017-169397,TEC-MA-10001148,5,479.99,4,0.7,-383.99
CA-2017-169397,OFF-AR-10001958,5,27.17,2,0.2,2.72
CA-2017-163055,OFF-AR-10001026,1,2.2,1,0,0.97
CA-2017-163055,FUR-TA-10003748,1,622.45,5,0,136.94
CA-2017-163055,OFF-ST-10002485,1,21.98,1,0,0.22
US-2017-145436,FUR-CH-10004860,1,161.57,2,0.2,-28.27
US-2017-145436,FUR-CH-10004477,1,389.7,8,0.2,43.84
US-2016-156216,OFF-BI-10001679,1,18.65,7,0.7,-12.43
US-2019-100930,FUR-TA-10001705,1,233.86,2,0.45,-102.05
US-2019-100930,FUR-TA-10003473,1,620.61,3,0.45,-248.25
US-2019-100930,OFF-BI-10001679,1,5.33,2,0.7,-3.55
US-2019-100930,FUR-FU-10004017,2,258.07,3,0.2,0
US-2019-100930,TEC-AC-100038321,2,617.98,3,0.2,-7.72
CA-2019-160514,OFF-PA-10002479,2,10.56,2,0,4.75
CA-2018-157749,OFF-PA-10003349,2,25.92,5,0.2,9.4
CA-2018-157749,FUR-FU-10000576,2,419.68,5,0.6,-356.73
CA-2018-157749,FUR-FU-10004351,2,11.69,3,0.6,-4.68
CA-2018-157749,TEC-PH-10000011,2,31.98,2,0.2,11.19
CA-2018-157749,FUR-TA-10002607,2,177.23,5,0.5,-120.51
CA-2018-157749,FUR-FU-10002505,2,4.04,3,0.6,-2.83
CA-2018-157749,OFF-AR-10004685,2,7.41,2,0.2,1.2
CA-2016-131926,FUR-CH-10004063,2,2001.86,7,0,580.54
CA-2016-131926,OFF-ST-10002276,2,166.72,2,0,41.68
CA-2016-131926,OFF-PA-10004082,2,47.88,6,0,23.94
CA-2016-131926,OFF-AP-10002945,2,1503.25,5,0,496.07
CA-2016-131926,OFF-PA-10000061,2,25.92,4,0,12.44
CA-2018-154739,FUR-CH-10002965,2,321.57,2,0.2,28.14
CA-2018-145625,OFF-PA-10004569,2,7.61,1,0,3.58
CA-2018-145625,TEC-AC-100038321,2,3347.37,13,0,636
CA-2018-146941,OFF-ST-100012281,2,80.58,6,0,22.56
CA-2018-146941,OFF-EN-10003296,2,361.92,4,0,162.86
US-2017-159982,FUR-FU-10002505,2,12.13,9,0.6,-8.49
US-2017-159982,OFF-ST-10004804,2,82.37,2,0.2,-19.56
US-2017-159982,OFF-ST-10001590,2,53.92,5,0.2,4.04
US-2017-159982,TEC-PH-10001580,1,647.9,6,0.2,56.69
CA-2019-163139,TEC-AC-10000290,1,20.37,3,0,6.93
CA-2019-163139,OFF-ST-10002790,1,221.55,3,0,6.65
CA-2019-163139,OFF-BI-10003460,1,17.52,5,0.2,6.13
US-2019-155299,OFF-AP-10002203,1,1.62,2,0.8,-4.47
US-2016-106992,TEC-MA-10000822,1,3059.98,3,0.4,-510
US-2016-106992,TEC-MA-10003353,1,2519.96,7,0.4,-252
CA-2018-125318,TEC-PH-10001433,1,328.22,4,0.2,28.72
CA-2017-155040,TEC-AC-10004469,6,79.9,2,0,35.16
CA-2019-136826,OFF-AR-10003602,6,14.02,3,0.2,4.73
CA-2018-111010,OFF-FA-10003472,6,7.56,6,0,0.3
US-2019-145366,OFF-ST-10004180,6,37.21,1,0.2,-7.44
US-2019-145366,OFF-EN-10004386,6,57.58,3,0.2,21.59
CA-2019-163979,OFF-ST-10003208,6,725.84,4,0,210.49
CA-2017-155334,TEC-AC-10003628,6,209.93,7,0,92.37
CA-2017-155334,FUR-FU-10003274,6,5.28,3,0,2.32
CA-2017-155334,OFF-BI-10002557,4,10.92,3,0.2,4.09
CA-2019-118136,OFF-PA-10002615,4,8.82,2,0,4.06
CA-2019-118136,OFF-AR-10001427,4,5.98,1,0,1.55
CA-2019-132976,OFF-PA-10000673,4,11.65,2,0.2,4.08
CA-2019-132976,OFF-PA-10004470,4,18.18,4,0.2,5.91
CA-2019-132976,OFF-ST-10000876,4,59.71,6,0.2,5.97
CA-2019-132976,OFF-LA-10002043,4,24.84,3,0.2,8.69
US-2017-161991,OFF-BI-10004967,4,2.08,5,0.8,-3.43
US-2017-161991,TEC-PH-10001760,4,1114.4,7,0.2,376.11
CA-2017-130890,FUR-TA-10002903,4,1038.84,5,0.2,51.94
CA-2017-130883,OFF-PA-10000474,4,141.76,5,0.2,47.84
CA-2017-130883,TEC-AC-10001956,4,239.8,5,0.2,47.96
CA-2017-130883,OFF-PA-10004100,4,31.1,6,0.2,10.89
CA-2018-112697,OFF-BI-10000778,4,254.06,7,0.7,-169.37
CA-2018-112697,OFF-AP-10002684,4,194.53,2,0.2,24.32
CA-2018-112697,OFF-SU-10000646,4,961.48,5,0.2,-204.31
CA-2018-110772,OFF-FA-10002983,5,19.1,7,0.2,6.68
CA-2018-110772,OFF-LA-10004689,5,18.5,8,0.2,6.24
CA-2018-110772,TEC-AC-10002001,2,255.98,2,0.2,54.4
CA-2018-110772,FUR-BO-10004709,2,86.97,3,0.5,-48.7
CA-2016-111451,FUR-FU-10004091,2,300.42,8,0.2,78.86
CA-2016-111451,FUR-CH-10001891,2,230.35,3,0.2,20.16
CA-2016-111451,FUR-FU-10002918,2,218.35,3,0.2,-24.56
CA-2016-111451,OFF-BI-10004593,2,78.6,5,0.7,-62.88
CA-2016-111451,OFF-FA-10004854,2,27.55,3,0.2,9.3
CA-2018-142545,OFF-PA-10002105,2,32.4,5,0,15.55
CA-2018-142545,OFF-ST-10002756,2,1082.48,8,0,10.82
CA-2018-142545,OFF-PA-10004243,2,56.91,3,0,27.32
CA-2018-142545,FUR-FU-10001861,2,77.6,4,0,38.02
CA-2018-142545,OFF-BI-10002706,2,14.28,1,0,6.57
US-2019-152380,FUR-TA-10002533,2,219.08,3,0.5,-131.45
CA-2017-144253,FUR-FU-10002671,2,26.8,2,0,12.86
CA-2016-130960,OFF-AR-10003651,2,9.84,3,0,2.85
CA-2016-111003,OFF-BI-10001072,2,45.48,3,0,20.92
CA-2016-111003,OFF-AR-10002135,2,289.2,6,0,83.87
CA-2019-126774,OFF-AR-10002804,2,4.89,1,0,2
CA-2018-142902,FUR-FU-10001918,2,15.14,4,0.2,3.59
CA-2018-142902,FUR-CH-10004086,2,466.77,2,0.2,52.51
CA-2018-142902,FUR-FU-10001756,2,15.23,1,0.2,1.71
CA-2018-142902,OFF-LA-10000634,4,6.26,3,0.2,2.04
CA-2016-120887,FUR-FU-10001588,4,87.54,3,0,37.64
CA-2016-167850,TEC-PH-10002398,4,178.38,2,0.2,22.3
CA-2016-167850,OFF-PA-10001937,4,15.55,3,0.2,5.44
CA-2016-164259,OFF-AR-10003373,4,99.14,4,0.2,8.67
CA-2016-164973,FUR-CH-10002602,4,135.88,1,0.1,24.16
CA-2016-164973,TEC-MA-10002927,4,3991.98,2,0,1995.99
CA-2016-164973,TEC-PH-10004093,4,275.94,6,0,80.02
CA-2016-164973,TEC-AC-10000892,4,360,4,0,129.6
CA-2016-164973,OFF-ST-10002974,4,43.57,1,0,13.07
CA-2016-156601,OFF-FA-10000624,4,7.16,2,0,3.58
CA-2018-162138,OFF-BI-10004593,4,251.52,6,0.2,81.74
CA-2018-162138,TEC-AC-10001908,4,99.99,1,0,35
CA-2019-153339,FUR-FU-10001967,4,15.99,1,0.2,1
US-2018-141544,TEC-PH-10003645,4,290.9,3,0.4,-67.88
US-2018-141544,OFF-ST-10000675,4,54.22,2,0.2,3.39
US-2018-141544,FUR-CH-10003312,4,786.74,4,0.3,-258.5
US-2018-141544,OFF-LA-10001074,4,100.24,10,0.2,33.83
US-2018-141544,OFF-BI-10001524,4,37.76,6,0.7,-27.69
US-2018-150147,TEC-PH-10004614,4,82.8,2,0.4,-20.7
US-2018-150147,OFF-BI-10001153,4,20.72,2,0.7,-13.82
US-2018-150147,OFF-BI-10001982,6,4.9,3,0.7,-3.43
CA-2017-137946,OFF-BI-10001922,1,4.75,1,0.2,1.6
CA-2017-137946,TEC-CO-10001449,1,959.98,2,0.2,335.99
CA-2017-137946,OFF-BI-10004140,1,14.37,4,0.2,4.49
CA-2016-129924,OFF-BI-10003314,1,7.71,2,0.2,2.8
CA-2016-129924,FUR-TA-10004575,1,698.35,3,0.2,-17.46
CA-2017-128167,OFF-FA-10000490,1,4.96,4,0,2.33
CA-2016-122336,OFF-AR-10000122,1,17.86,4,0.2,1.12
CA-2016-122336,OFF-BI-10003656,1,509.97,10,0.7,-407.98
CA-2016-122336,OFF-FA-10002780,1,30.99,13,0.2,10.07
CA-2016-122336,TEC-PH-10000702,1,71.93,12,0.4,8.39
US-2017-120712,OFF-ST-10000107,1,88.8,4,0.2,-2.22
CA-2019-169901,TEC-PH-10002293,1,47.98,3,0.2,4.8
CA-2019-134306,OFF-AR-10004027,1,7.56,3,0,3.1
CA-2019-134306,OFF-PA-10000249,1,24.56,2,0,11.54
CA-2019-134306,OFF-AR-10001374,1,12.96,2,0,4.15
CA-2018-129714,TEC-AC-10000290,1,6.79,1,0,2.31
CA-2018-129714,OFF-PA-10001970,1,24.56,2,0,11.54
CA-2018-129714,OFF-BI-10002160,1,3.05,1,0.2,1.07
CA-2018-129714,OFF-PA-10001970,1,49.12,4,0,23.09
CA-2018-129714,OFF-BI-10004995,2,4355.17,4,0.2,1415.43
CA-2018-138520,FUR-BO-10002268,2,388.7,6,0.2,-4.86
CA-2018-138520,OFF-EN-10001137,2,8.26,2,0,3.8
CA-2018-138520,OFF-AR-10002399,2,17.04,4,0,6.99
CA-2018-138520,OFF-PA-10002713,2,34.4,5,0,15.82
CA-2018-130001,OFF-PA-10002666,2,36.24,5,0.2,11.33
CA-2019-155698,OFF-AP-10001124,2,647.84,8,0,168.44
CA-2019-155698,OFF-LA-10001158,2,20.7,2,0,9.94
CA-2019-144904,OFF-LA-10001158,2,20.7,2,0,9.94
CA-2019-144904,FUR-CH-10000785,2,488.65,3,0.1,86.87
CA-2019-144904,OFF-AR-10003732,2,5.56,2,0,1.45
CA-2019-144904,FUR-FU-10000023,2,47.12,8,0,20.73
CA-2016-123344,OFF-ST-10001713,2,211.96,4,0,8.48
CA-2018-155516,OFF-BI-10002412,2,23.2,4,0,10.44
CA-2018-155516,OFF-SU-10001225,2,7.36,2,0,0.15
CA-2018-155516,OFF-ST-10002406,2,104.79,7,0,29.34
CA-2018-155516,FUR-BO-10002545,2,1043.92,4,0,271.42
CA-2019-104745,OFF-PA-10002036,2,25.92,5,0.2,9.4
CA-2019-104745,OFF-ST-10002205,2,53.42,3,0.2,4.67
US-2016-119137,OFF-BI-10001982,2,8.16,5,0.7,-5.71
US-2016-119137,TEC-AC-10003911,2,1023.94,8,0.2,179.19
US-2016-119137,OFF-AR-10000658,2,9.24,1,0.2,0.92
US-2016-119137,TEC-AC-10002076,2,479.04,10,0.2,-29.94
US-2018-134656,OFF-PA-10003039,2,99.14,4,0.2,30.98
US-2019-134481,FUR-TA-10004915,2,1488.42,7,0.3,-297.68
CA-2017-130792,OFF-AP-10000696,2,8.65,3,0.8,-20.33
CA-2017-130792,OFF-ST-10003327,2,23.83,3,0.2,2.68
CA-2017-130792,OFF-BI-10000309,2,12.18,4,0.8,-18.87
CA-2018-134775,OFF-PA-10004734,2,50.96,7,0,25.48
CA-2018-134775,OFF-BI-10002225,2,49.54,3,0.2,17.34
CA-2017-125395,TEC-AC-10004708,2,41.9,2,0,8.8
US-2017-168935,FUR-TA-10000617,2,375.46,3,0.45,-157.01
US-2017-168935,TEC-AC-10002335,2,83.98,3,0.2,-1.05
CA-2017-122756,TEC-MA-10001681,2,482.34,4,0.7,-337.64
CA-2017-122756,FUR-FU-10001935,2,2.96,1,0.2,0.78
CA-2016-115973,OFF-AR-10004757,2,2.62,1,0.2,0.43
CA-2019-101798,OFF-BI-10000050,2,23.36,4,0.2,7.88
CA-2019-101798,TEC-AC-10001998,2,39.98,2,0,13.59
US-2016-135972,TEC-PH-10003012,2,246.38,2,0.2,27.72
US-2016-135972,TEC-CO-10002313,2,1799.97,3,0,701.99
US-2016-134971,OFF-BI-10003982,2,12.46,3,0.8,-20.56
CA-2019-102946,OFF-BI-10004492,2,75.79,3,0.2,25.58
CA-2019-165603,OFF-ST-10000798,2,49.96,2,0,9.49
